clueweb12-0000tw-00-00002	WordPress	another id
clueweb12-0000tw-00-00003	200	an id
clueweb12-0000tw-00-00003	200	another id
clueweb12-0000tw-00-00003	Fri	an id
clueweb12-0000tw-00-00003	Fri	another id
clueweb12-0000tw-00-00003	10 Feb 2012	an id
clueweb12-0000tw-00-00003	10 Feb 2012	another id
clueweb12-0000tw-00-00003	FrontPage/5.0.2.2635	an id
clueweb12-0000tw-00-00003	FrontPage/5.0.2.2635	another id
clueweb12-0000tw-00-00003	19	an id
clueweb12-0000tw-00-00003	19	another id
clueweb12-0000tw-00-00003	UTF-8	an id
clueweb12-0000tw-00-00003	UTF-8	another id
clueweb12-0000tw-00-00003	Le village	an id
clueweb12-0000tw-00-00003	Le village	another id
clueweb12-0000tw-00-00003	§	an id
clueweb12-0000tw-00-00003	§	another id
clueweb12-0000tw-00-00003	Le village	an id
clueweb12-0000tw-00-00003	Le village	another id
clueweb12-0000tw-00-00003	February 10th, 2012	an id
clueweb12-0000tw-00-00003	February 10th, 2012	another id
clueweb12-0000tw-00-00003	Tags	an id
clueweb12-0000tw-00-00003	Tags	another id
clueweb12-0000tw-00-00003	2008	an id
clueweb12-0000tw-00-00003	2008	another id
clueweb12-0000tw-00-00003	one	an id
clueweb12-0000tw-00-00003	one	another id
clueweb12-0000tw-00-00003	Tunisia	an id
clueweb12-0000tw-00-00003	Tunisia	another id
clueweb12-0000tw-00-00003	Roy Tanck	an id
clueweb12-0000tw-00-00003	Roy Tanck	another id
clueweb12-0000tw-00-00003	Luke Morton	an id
clueweb12-0000tw-00-00003	Luke Morton	another id
clueweb12-0000tw-00-00003	9	an id
clueweb12-0000tw-00-00003	9	another id
clueweb12-0000tw-00-00003	Ocular	an id
clueweb12-0000tw-00-00003	Ocular	another id
clueweb12-0000tw-00-00003	WordPress	an id
clueweb12-0000tw-00-00003	WordPress	another id
clueweb12-0000tw-00-00004	200	an id
clueweb12-0000tw-00-00004	200	another id
clueweb12-0000tw-00-00004	Fri	an id
clueweb12-0000tw-00-00004	Fri	another id
clueweb12-0000tw-00-00004	10 Feb 2012	an id
clueweb12-0000tw-00-00004	10 Feb 2012	another id
clueweb12-0000tw-00-00004	FrontPage/5.0.2.2635	an id
clueweb12-0000tw-00-00004	FrontPage/5.0.2.2635	another id
clueweb12-0000tw-00-00004	19	an id
clueweb12-0000tw-00-00004	19	another id
clueweb12-0000tw-00-00004	Set-Cookie	an id
clueweb12-0000tw-00-00004	Set-Cookie	another id
clueweb12-0000tw-00-00004	UTF-8	an id
clueweb12-0000tw-00-00004	UTF-8	another id
clueweb12-0000tw-00-00004	Tourelle	an id
clueweb12-0000tw-00-00004	Tourelle	another id
clueweb12-0000tw-00-00004	§	an id
clueweb12-0000tw-00-00004	§	another id
clueweb12-0000tw-00-00004	February 10th, 2012	an id
clueweb12-0000tw-00-00004	February 10th, 2012	another id
clueweb12-0000tw-00-00004	Tags	an id
clueweb12-0000tw-00-00004	Tags	another id
clueweb12-0000tw-00-00004	2008	an id
clueweb12-0000tw-00-00004	2008	another id
clueweb12-0000tw-00-00004	one	an id
clueweb12-0000tw-00-00004	one	another id
clueweb12-0000tw-00-00004	Tunisia	an id
clueweb12-0000tw-00-00004	Tunisia	another id
clueweb12-0000tw-00-00004	Roy Tanck	an id
clueweb12-0000tw-00-00004	Roy Tanck	another id
clueweb12-0000tw-00-00004	Luke Morton	an id
clueweb12-0000tw-00-00004	Luke Morton	another id
clueweb12-0000tw-00-00004	9	an id
clueweb12-0000tw-00-00004	9	another id
clueweb12-0000tw-00-00004	Ocular	an id
clueweb12-0000tw-00-00004	Ocular	another id
clueweb12-0000tw-00-00004	WordPress	an id
clueweb12-0000tw-00-00004	WordPress	another id
clueweb12-0000tw-00-00005	200	an id
clueweb12-0000tw-00-00005	200	another id
clueweb12-0000tw-00-00005	Fri	an id
clueweb12-0000tw-00-00005	Fri	another id
clueweb12-0000tw-00-00005	10 Feb 2012	an id
clueweb12-0000tw-00-00005	10 Feb 2012	another id
clueweb12-0000tw-00-00005	FrontPage/5.0.2.2635	an id
clueweb12-0000tw-00-00005	FrontPage/5.0.2.2635	another id
clueweb12-0000tw-00-00005	19	an id
clueweb12-0000tw-00-00005	19	another id
clueweb12-0000tw-00-00005	Set-Cookie	an id
clueweb12-0000tw-00-00005	Set-Cookie	another id
clueweb12-0000tw-00-00005	UTF-8	an id
clueweb12-0000tw-00-00005	UTF-8	another id
clueweb12-0000tw-00-00005	XML-RPC	an id
clueweb12-0000tw-00-00005	XML-RPC	another id
clueweb12-0000tw-00-00005	POST	an id
clueweb12-0000tw-00-00005	POST	another id
clueweb12-0000tw-00-00006	200	an id
clueweb12-0000tw-00-00006	200	another id
clueweb12-0000tw-00-00006	Fri	an id
clueweb12-0000tw-00-00006	Fri	another id
clueweb12-0000tw-00-00006	10 Feb 2012	an id
clueweb12-0000tw-00-00006	10 Feb 2012	another id
clueweb12-0000tw-00-00006	FrontPage/5.0.2.2635	an id
clueweb12-0000tw-00-00006	FrontPage/5.0.2.2635	another id
clueweb12-0000tw-00-00006	first	an id
clueweb12-0000tw-00-00006	first	another id
clueweb12-0000tw-00-00006	first	an id
clueweb12-0000tw-00-00006	first	another id
clueweb12-0000tw-00-00007	200	an id
clueweb12-0000tw-00-00007	200	another id
clueweb12-0000tw-00-00007	Fri	an id
clueweb12-0000tw-00-00007	Fri	another id
clueweb12-0000tw-00-00007	10 Feb 2012	an id
clueweb12-0000tw-00-00007	10 Feb 2012	another id
clueweb12-0000tw-00-00007	UTF-8	an id
clueweb12-0000tw-00-00007	UTF-8	another id
clueweb12-0000tw-00-00007	Feb 8, 2012	an id
clueweb12-0000tw-00-00007	Feb 8, 2012	another id
clueweb12-0000tw-00-00007	Christ	an id
clueweb12-0000tw-00-00007	Christ	another id
clueweb12-0000tw-00-00007	this week	an id
clueweb12-0000tw-00-00007	this week	another id
clueweb12-0000tw-00-00007	One day	an id
clueweb12-0000tw-00-00007	One day	another id
clueweb12-0000tw-00-00007	Maggie	an id
clueweb12-0000tw-00-00007	Maggie	another id
clueweb12-0000tw-00-00007	one	an id
clueweb12-0000tw-00-00007	one	another id
clueweb12-0000tw-00-00007	one	an id
clueweb12-0000tw-00-00007	one	another id
clueweb12-0000tw-00-00007	only 250	an id
clueweb12-0000tw-00-00007	only 250	another id
clueweb12-0000tw-00-00007	last week	an id
clueweb12-0000tw-00-00007	last week	another id
clueweb12-0000tw-00-00007	a couple days	an id
clueweb12-0000tw-00-00007	a couple days	another id
clueweb12-0000tw-00-00007	one	an id
clueweb12-0000tw-00-00007	one	another id
clueweb12-0000tw-00-00007	one	an id
clueweb12-0000tw-00-00007	one	another id
clueweb12-0000tw-00-00007	three	an id
clueweb12-0000tw-00-00007	three	another id
clueweb12-0000tw-00-00007	two	an id
clueweb12-0000tw-00-00007	two	another id
clueweb12-0000tw-00-00007	Last weekend	an id
clueweb12-0000tw-00-00007	Last weekend	another id
clueweb12-0000tw-00-00007	Luke	an id
clueweb12-0000tw-00-00007	Luke	another id
clueweb12-0000tw-00-00007	12:2	an id
clueweb12-0000tw-00-00007	12:2	another id
clueweb12-0000tw-00-00007	2	an id
clueweb12-0000tw-00-00007	2	another id
clueweb12-0000tw-00-00007	3	an id
clueweb12-0000tw-00-00007	3	another id
clueweb12-0000tw-00-00007	fail?Tebow	an id
clueweb12-0000tw-00-00007	fail?Tebow	another id
clueweb12-0000tw-00-00007	Noel	an id
clueweb12-0000tw-00-00007	Noel	another id
clueweb12-0000tw-00-00007	April 22, 2011	an id
clueweb12-0000tw-00-00007	April 22, 2011	another id
clueweb12-0000tw-00-00007	4:17 pm	an id
clueweb12-0000tw-00-00007	4:17 pm	another id
clueweb12-0000tw-00-00007	Collette	an id
clueweb12-0000tw-00-00007	Collette	another id
clueweb12-0000tw-00-00007	April 22, 2011	an id
clueweb12-0000tw-00-00007	April 22, 2011	another id
clueweb12-0000tw-00-00007	4:22 pm	an id
clueweb12-0000tw-00-00007	4:22 pm	another id
clueweb12-0000tw-00-00007	April 22, 2011	an id
clueweb12-0000tw-00-00007	April 22, 2011	another id
clueweb12-0000tw-00-00007	5:19 pm	an id
clueweb12-0000tw-00-00007	5:19 pm	another id
clueweb12-0000tw-00-00007	April 22, 2011	an id
clueweb12-0000tw-00-00007	April 22, 2011	another id
clueweb12-0000tw-00-00007	5:37 pm	an id
clueweb12-0000tw-00-00007	5:37 pm	another id
clueweb12-0000tw-00-00007	Michelle	an id
clueweb12-0000tw-00-00007	Michelle	another id
clueweb12-0000tw-00-00007	Frank	an id
clueweb12-0000tw-00-00007	Frank	another id
clueweb12-0000tw-00-00007	April 22, 2011	an id
clueweb12-0000tw-00-00007	April 22, 2011	another id
clueweb12-0000tw-00-00007	9:27 pm	an id
clueweb12-0000tw-00-00007	9:27 pm	another id
clueweb12-0000tw-00-00007	Friday	an id
clueweb12-0000tw-00-00007	Friday	another id
clueweb12-0000tw-00-00007	April 25, 2011	an id
clueweb12-0000tw-00-00007	April 25, 2011	another id
clueweb12-0000tw-00-00007	10:22 am	an id
clueweb12-0000tw-00-00007	10:22 am	another id
clueweb12-0000tw-00-00007	Frank	an id
clueweb12-0000tw-00-00007	Frank	another id
clueweb12-0000tw-00-00007	href=	an id
clueweb12-0000tw-00-00007	href=	another id
clueweb12-0000tw-00-00007	title=	an id
clueweb12-0000tw-00-00007	title=	another id
clueweb12-0000tw-00-00007	title=	an id
clueweb12-0000tw-00-00007	title=	another id
clueweb12-0000tw-00-00007	Subscribe	an id
clueweb12-0000tw-00-00007	Subscribe	another id
clueweb12-0000tw-00-00007	Subscribe	an id
clueweb12-0000tw-00-00007	Subscribe	another id
clueweb12-0000tw-00-00007	7	an id
clueweb12-0000tw-00-00007	7	another id
clueweb12-0000tw-00-00007	17	an id
clueweb12-0000tw-00-00007	17	another id
clueweb12-0000tw-00-00007	Categories		
	Apologetics	an id
clueweb12-0000tw-00-00007	Categories		
	Apologetics	another id
clueweb12-0000tw-00-00007	6	an id
clueweb12-0000tw-00-00007	6	another id
clueweb12-0000tw-00-00007	Bi-vocational Ministry	an id
clueweb12-0000tw-00-00007	Bi-vocational Ministry	another id
clueweb12-0000tw-00-00007	1	an id
clueweb12-0000tw-00-00007	1	another id
clueweb12-0000tw-00-00007	Christ	an id
clueweb12-0000tw-00-00007	Christ	another id
clueweb12-0000tw-00-00007	15	an id
clueweb12-0000tw-00-00007	15	another id
clueweb12-0000tw-00-00007	Discipleship	an id
clueweb12-0000tw-00-00007	Discipleship	another id
clueweb12-0000tw-00-00007	18	an id
clueweb12-0000tw-00-00007	18	another id
clueweb12-0000tw-00-00007	3	an id
clueweb12-0000tw-00-00007	3	another id
clueweb12-0000tw-00-00007	2	an id
clueweb12-0000tw-00-00007	2	another id
clueweb12-0000tw-00-00007	19	an id
clueweb12-0000tw-00-00007	19	another id
clueweb12-0000tw-00-00007	AdSense	an id
clueweb12-0000tw-00-00007	AdSense	another id
clueweb12-0000tw-00-00007	Word Count StatisticsTotal	an id
clueweb12-0000tw-00-00007	Word Count StatisticsTotal	another id
clueweb12-0000tw-00-00007	21,977	an id
clueweb12-0000tw-00-00007	21,977	another id
clueweb12-0000tw-00-00007	WordsPosts	an id
clueweb12-0000tw-00-00007	WordsPosts	another id
clueweb12-0000tw-00-00007	21,458	an id
clueweb12-0000tw-00-00007	21,458	another id
clueweb12-0000tw-00-00008	200	an id
clueweb12-0000tw-00-00008	200	another id
clueweb12-0000tw-00-00008	Fri	an id
clueweb12-0000tw-00-00008	Fri	another id
clueweb12-0000tw-00-00008	10 Feb 2012	an id
clueweb12-0000tw-00-00008	10 Feb 2012	another id
clueweb12-0000tw-00-00008	UTF-8	an id
clueweb12-0000tw-00-00008	UTF-8	another id
clueweb12-0000tw-00-00008	Feb 9, 2012	an id
clueweb12-0000tw-00-00008	Feb 9, 2012	another id
clueweb12-0000tw-00-00008	Christ	an id
clueweb12-0000tw-00-00008	Christ	another id
clueweb12-0000tw-00-00008	Casting Crowns	an id
clueweb12-0000tw-00-00008	Casting Crowns	another id
clueweb12-0000tw-00-00008	NKJV	an id
clueweb12-0000tw-00-00008	NKJV	another id
clueweb12-0000tw-00-00008	First	an id
clueweb12-0000tw-00-00008	First	another id
clueweb12-0000tw-00-00008	Years later	an id
clueweb12-0000tw-00-00008	Years later	another id
clueweb12-0000tw-00-00008	all day	an id
clueweb12-0000tw-00-00008	all day	another id
clueweb12-0000tw-00-00008	the Holy Spirit	an id
clueweb12-0000tw-00-00008	the Holy Spirit	another id
clueweb12-0000tw-00-00008	millions of gallons	an id
clueweb12-0000tw-00-00008	millions of gallons	another id
clueweb12-0000tw-00-00008	Those millions of gallons	an id
clueweb12-0000tw-00-00008	Those millions of gallons	another id
clueweb12-0000tw-00-00008	each passing day	an id
clueweb12-0000tw-00-00008	each passing day	another id
clueweb12-0000tw-00-00008	Millions of gallons	an id
clueweb12-0000tw-00-00008	Millions of gallons	another id
clueweb12-0000tw-00-00008	upNaked	an id
clueweb12-0000tw-00-00008	upNaked	another id
clueweb12-0000tw-00-00008	RuminatingWhat	an id
clueweb12-0000tw-00-00008	RuminatingWhat	another id
clueweb12-0000tw-00-00008	href=	an id
clueweb12-0000tw-00-00008	href=	another id
clueweb12-0000tw-00-00008	title=	an id
clueweb12-0000tw-00-00008	title=	another id
clueweb12-0000tw-00-00008	title=	an id
clueweb12-0000tw-00-00008	title=	another id
clueweb12-0000tw-00-00008	Subscribe	an id
clueweb12-0000tw-00-00008	Subscribe	another id
clueweb12-0000tw-00-00008	Subscribe	an id
clueweb12-0000tw-00-00008	Subscribe	another id
clueweb12-0000tw-00-00008	7	an id
clueweb12-0000tw-00-00008	7	another id
clueweb12-0000tw-00-00008	17	an id
clueweb12-0000tw-00-00008	17	another id
clueweb12-0000tw-00-00008	Categories		
	Apologetics	an id
clueweb12-0000tw-00-00008	Categories		
	Apologetics	another id
clueweb12-0000tw-00-00008	6	an id
clueweb12-0000tw-00-00008	6	another id
clueweb12-0000tw-00-00008	Bi-vocational Ministry	an id
clueweb12-0000tw-00-00008	Bi-vocational Ministry	another id
clueweb12-0000tw-00-00008	1	an id
clueweb12-0000tw-00-00008	1	another id
clueweb12-0000tw-00-00008	Christ	an id
clueweb12-0000tw-00-00008	Christ	another id
clueweb12-0000tw-00-00008	15	an id
clueweb12-0000tw-00-00008	15	another id
clueweb12-0000tw-00-00008	Discipleship	an id
clueweb12-0000tw-00-00008	Discipleship	another id
clueweb12-0000tw-00-00008	18	an id
clueweb12-0000tw-00-00008	18	another id
clueweb12-0000tw-00-00008	3	an id
clueweb12-0000tw-00-00008	3	another id
clueweb12-0000tw-00-00008	2	an id
clueweb12-0000tw-00-00008	2	another id
clueweb12-0000tw-00-00008	19	an id
clueweb12-0000tw-00-00008	19	another id
clueweb12-0000tw-00-00008	AdSense	an id
clueweb12-0000tw-00-00008	AdSense	another id
clueweb12-0000tw-00-00008	Word Count StatisticsTotal	an id
clueweb12-0000tw-00-00008	Word Count StatisticsTotal	another id
clueweb12-0000tw-00-00008	21,977	an id
clueweb12-0000tw-00-00008	21,977	another id
clueweb12-0000tw-00-00008	WordsPosts	an id
clueweb12-0000tw-00-00008	WordsPosts	another id
clueweb12-0000tw-00-00008	21,458	an id
clueweb12-0000tw-00-00008	21,458	another id
clueweb12-0000tw-00-00009	200	an id
clueweb12-0000tw-00-00009	200	another id
clueweb12-0000tw-00-00009	Fri	an id
clueweb12-0000tw-00-00009	Fri	another id
clueweb12-0000tw-00-00009	10 Feb 2012	an id
clueweb12-0000tw-00-00009	10 Feb 2012	another id
clueweb12-0000tw-00-00009	UTF-8	an id
clueweb12-0000tw-00-00009	UTF-8	another id
clueweb12-0000tw-00-00009	a week	an id
clueweb12-0000tw-00-00009	a week	another id
clueweb12-0000tw-00-00009	Feb 10, 2012	an id
clueweb12-0000tw-00-00009	Feb 10, 2012	another id
clueweb12-0000tw-00-00009	Christ	an id
clueweb12-0000tw-00-00009	Christ	another id
clueweb12-0000tw-00-00009	a week	an id
clueweb12-0000tw-00-00009	a week	another id
clueweb12-0000tw-00-00009	quite a week	an id
clueweb12-0000tw-00-00009	quite a week	another id
clueweb12-0000tw-00-00009	one more night	an id
clueweb12-0000tw-00-00009	one more night	another id
clueweb12-0000tw-00-00009	Walt Disney World	an id
clueweb12-0000tw-00-00009	Walt Disney World	another id
clueweb12-0000tw-00-00009	next week	an id
clueweb12-0000tw-00-00009	next week	another id
clueweb12-0000tw-00-00009	today	an id
clueweb12-0000tw-00-00009	today	another id
clueweb12-0000tw-00-00009	this week	an id
clueweb12-0000tw-00-00009	this week	another id
clueweb12-0000tw-00-00009	a week	an id
clueweb12-0000tw-00-00009	a week	another id
clueweb12-0000tw-00-00009	a week	an id
clueweb12-0000tw-00-00009	a week	another id
clueweb12-0000tw-00-00009	day	an id
clueweb12-0000tw-00-00009	day	another id
clueweb12-0000tw-00-00009	one	an id
clueweb12-0000tw-00-00009	one	another id
clueweb12-0000tw-00-00009	first	an id
clueweb12-0000tw-00-00009	first	another id
clueweb12-0000tw-00-00009	second	an id
clueweb12-0000tw-00-00009	second	another id
clueweb12-0000tw-00-00009	Disney	an id
clueweb12-0000tw-00-00009	Disney	another id
clueweb12-0000tw-00-00009	Small World	an id
clueweb12-0000tw-00-00009	Small World	another id
clueweb12-0000tw-00-00009	WDW	an id
clueweb12-0000tw-00-00009	WDW	another id
clueweb12-0000tw-00-00009	a week	an id
clueweb12-0000tw-00-00009	a week	another id
clueweb12-0000tw-00-00009	since 1996	an id
clueweb12-0000tw-00-00009	since 1996	another id
clueweb12-0000tw-00-00009	one	an id
clueweb12-0000tw-00-00009	one	another id
clueweb12-0000tw-00-00009	WDW	an id
clueweb12-0000tw-00-00009	WDW	another id
clueweb12-0000tw-00-00009	Computer Progeammer World	an id
clueweb12-0000tw-00-00009	Computer Progeammer World	another id
clueweb12-0000tw-00-00009	WDW	an id
clueweb12-0000tw-00-00009	WDW	another id
clueweb12-0000tw-00-00009	I”m	an id
clueweb12-0000tw-00-00009	I”m	another id
clueweb12-0000tw-00-00009	the next few weeks	an id
clueweb12-0000tw-00-00009	the next few weeks	another id
clueweb12-0000tw-00-00009	next week	an id
clueweb12-0000tw-00-00009	next week	another id
clueweb12-0000tw-00-00009	the World series	an id
clueweb12-0000tw-00-00009	the World series	another id
clueweb12-0000tw-00-00009	Next year	an id
clueweb12-0000tw-00-00009	Next year	another id
clueweb12-0000tw-00-00009	a week	an id
clueweb12-0000tw-00-00009	a week	another id
clueweb12-0000tw-00-00009	yard?Where	an id
clueweb12-0000tw-00-00009	yard?Where	another id
clueweb12-0000tw-00-00009	href=	an id
clueweb12-0000tw-00-00009	href=	another id
clueweb12-0000tw-00-00009	title=	an id
clueweb12-0000tw-00-00009	title=	another id
clueweb12-0000tw-00-00009	title=	an id
clueweb12-0000tw-00-00009	title=	another id
clueweb12-0000tw-00-00009	Subscribe	an id
clueweb12-0000tw-00-00009	Subscribe	another id
clueweb12-0000tw-00-00009	Subscribe	an id
clueweb12-0000tw-00-00009	Subscribe	another id
clueweb12-0000tw-00-00009	7	an id
clueweb12-0000tw-00-00009	7	another id
clueweb12-0000tw-00-00009	17	an id
clueweb12-0000tw-00-00009	17	another id
clueweb12-0000tw-00-00009	Categories		
	Apologetics	an id
clueweb12-0000tw-00-00009	Categories		
	Apologetics	another id
clueweb12-0000tw-00-00009	6	an id
clueweb12-0000tw-00-00009	6	another id
clueweb12-0000tw-00-00009	Bi-vocational Ministry	an id
clueweb12-0000tw-00-00009	Bi-vocational Ministry	another id
clueweb12-0000tw-00-00009	1	an id
clueweb12-0000tw-00-00009	1	another id
clueweb12-0000tw-00-00009	Christ	an id
clueweb12-0000tw-00-00009	Christ	another id
clueweb12-0000tw-00-00009	15	an id
clueweb12-0000tw-00-00009	15	another id
clueweb12-0000tw-00-00009	Discipleship	an id
clueweb12-0000tw-00-00009	Discipleship	another id
clueweb12-0000tw-00-00009	18	an id
clueweb12-0000tw-00-00009	18	another id
clueweb12-0000tw-00-00009	3	an id
clueweb12-0000tw-00-00009	3	another id
clueweb12-0000tw-00-00009	2	an id
clueweb12-0000tw-00-00009	2	another id
clueweb12-0000tw-00-00009	19	an id
clueweb12-0000tw-00-00009	19	another id
clueweb12-0000tw-00-00009	AdSense	an id
clueweb12-0000tw-00-00009	AdSense	another id
clueweb12-0000tw-00-00009	Word Count StatisticsTotal	an id
clueweb12-0000tw-00-00009	Word Count StatisticsTotal	another id
clueweb12-0000tw-00-00009	21,977	an id
clueweb12-0000tw-00-00009	21,977	another id
clueweb12-0000tw-00-00009	WordsPosts	an id
clueweb12-0000tw-00-00009	WordsPosts	another id
clueweb12-0000tw-00-00009	21,458	an id
clueweb12-0000tw-00-00009	21,458	another id
clueweb12-0000tw-00-00010	200	an id
clueweb12-0000tw-00-00010	200	another id
clueweb12-0000tw-00-00010	Fri	an id
clueweb12-0000tw-00-00010	Fri	another id
clueweb12-0000tw-00-00010	10 Feb 2012	an id
clueweb12-0000tw-00-00010	10 Feb 2012	another id
clueweb12-0000tw-00-00010	0	an id
clueweb12-0000tw-00-00010	0	another id
clueweb12-0000tw-00-00011	200	an id
clueweb12-0000tw-00-00011	200	another id
clueweb12-0000tw-00-00011	Fri	an id
clueweb12-0000tw-00-00011	Fri	another id
clueweb12-0000tw-00-00011	10 Feb 2012	an id
clueweb12-0000tw-00-00011	10 Feb 2012	another id
clueweb12-0000tw-00-00011	21:49:34	an id
clueweb12-0000tw-00-00011	21:49:34	another id
clueweb12-0000tw-00-00011	XML-RPC	an id
clueweb12-0000tw-00-00011	XML-RPC	another id
clueweb12-0000tw-00-00011	POST	an id
clueweb12-0000tw-00-00011	POST	another id
clueweb12-0000tw-00-00012	200	an id
clueweb12-0000tw-00-00012	200	another id
clueweb12-0000tw-00-00012	Fri	an id
clueweb12-0000tw-00-00012	Fri	another id
clueweb12-0000tw-00-00012	10 Feb 2012	an id
clueweb12-0000tw-00-00012	10 Feb 2012	another id
clueweb12-0000tw-00-00012	44531	an id
clueweb12-0000tw-00-00012	44531	another id
clueweb12-0000tw-00-00012	iso-8859-1	an id
